,level_0,Unnamed: 0,index,time_stamp,user_id,grade,pre_score,adjusted_improvement,anxiety,complete,user_message,chatbot_message,hint_id,action,positive_feedback,stage,pos,neg,help,failed_attempts,reward,model_name,index,p_hint,p_nothing,p_encourage,p_question,model_round
433,436,544,542,2020-11-26 00:58:58.901565+00:00,385,1.0,-0.5,1,-0.6666666666666666,True,I need a hint,Move your mouse along the width to count how many chocolates would fit along the width.,19,hint,,-0.6666666666666666,-1.0,-1.0,1.0,-0.8,0.01,model-11-25-2020-17:10:26-PST-16.meta,433,0.914,0.063,0.017,0.006,16
434,437,545,543,2020-11-26 01:01:11.725181+00:00,385,1.0,-0.5,1,-0.6666666666666666,True,I am still here,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,-0.03631975872291016,-1.0,0.01,model-11-25-2020-17:10:26-PST-16.meta,434,0.978,0.008,0.008,0.006,16
435,438,546,544,2020-11-26 01:02:22.485273+00:00,385,1.0,-0.5,1,-0.6666666666666666,True,What does that mean,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-1.0,-1.0,1.0,-0.9,0.01,model-11-25-2020-17:10:26-PST-16.meta,435,0.939,0.042,0.012,0.007,16
436,439,547,545,2020-11-26 01:03:27.394935+00:00,385,1.0,-0.5,1,-0.6666666666666666,True,what is the answer,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,0.0,-1.0,-1.0,1.0,-0.9,0.945,model-11-25-2020-17:10:26-PST-16.meta,436,0.939,0.042,0.012,0.007,16
437,440,548,546,2020-11-27 16:46:55.436191+00:00,387,1.0,0.5,1,-0.5555555555555556,True,What is the hint?,You can move your mouse close to the box to turn it into a chocolate!,21,hint,True,-0.3333333333333333,-1.0,-1.0,1.0,-1.0,0.11,model-11-27-2020-16:45:05-PST-18.meta,437,0.935,0.033,0.021,0.011,17
438,441,549,547,2020-11-27 16:49:53.073581+00:00,387,1.0,0.5,1,-0.5555555555555556,True,what are some pointers?,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,0.0,-1.0,-1.0,1.0,-1.0,1.084,model-11-27-2020-16:45:05-PST-18.meta,438,0.946,0.031,0.012,0.011,17
439,456,564,548,2020-11-27 17:49:23.504141+00:00,390,0.0,0.75,1,-0.8888888888888888,True,what is this song,You can move your mouse close to the box to turn it into a chocolate!,21,hint,,-0.3333333333333333,-1.0,-1.0,1.0,-0.9,0.01,model-11-27-2020-16:45:05-PST-18.meta,439,0.91,0.048,0.031,0.011,17
440,457,565,549,2020-11-27 17:50:04.384471+00:00,390,0.0,0.75,1,-0.8888888888888888,True,what is 3 * 5 *6,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,1.0,-1.0,0.01,model-11-27-2020-16:45:05-PST-18.meta,440,0.923,0.045,0.021,0.011,17
441,458,566,550,2020-11-27 17:50:54.441682+00:00,390,0.0,0.75,1,-0.8888888888888888,True,how much do we weigh together,"Remember that, the weight of the box of chocolates can’t be more than 200 ounces.",39,hint,,0.6666666666666666,-1.0,-1.0,1.0,-1.0,0.971,model-11-27-2020-16:45:05-PST-18.meta,441,0.935,0.042,0.012,0.011,17
442,0,74,551,2020-11-27 17:52:58.141303+00:00,104,0.0,0.25,3,-0.7777777777777778,True,yes i am still here i dont need help at the moment ,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-0.584,-0.652,1.0,-0.9,2.997,model-11-27-2020-16:45:05-PST-18.meta,442,0.789,0.088,0.111,0.012,17
443,459,567,552,2020-11-27 18:35:20.107676+00:00,391,0.0,0.0,3,-0.5,True,i need help,The people in the village need you! Keep working hard.,85,encourage,,0.0,0.46,-1.0,1.0,0.0,0.0,model-11-27-2020-18:04:29-PST-18.meta,443,0.573,0.232,0.13,0.065,17
444,460,568,554,2020-11-27 18:36:18.969242+00:00,391,0.0,0.0,3,-0.5,True,i am stuck,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,72,encourage,True,0.0,-1.0,0.3340000000000001,1.0,0.1,0.1,model-11-27-2020-18:04:29-PST-18.meta,444,0.13,0.77,0.088,0.012,17
445,461,569,553,2020-11-27 18:38:16.679304+00:00,391,0.0,0.0,3,-0.5,True,what do I multiply to get the answer,:),51,nothing,,0.0,-1.0,-1.0,1.0,0.2,0.0,model-11-27-2020-18:04:29-PST-18.meta,445,0.506,0.382,0.098,0.014,17
446,462,570,555,2020-11-27 18:39:20.755019+00:00,391,0.0,0.0,3,-0.5,True,i am confused,:),51,nothing,,0.0,-1.0,0.3940000000000001,1.0,0.3,0.0,model-11-27-2020-18:04:29-PST-18.meta,446,0.094,0.815,0.079,0.012,17
447,463,571,556,2020-11-27 18:44:23.402153+00:00,391,0.0,0.0,3,-0.5,True,how do I multiply the numbers,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,1.0,0.5,0.01,model-11-27-2020-18:04:29-PST-18.meta,447,0.375,0.509,0.102,0.014,17
448,442,550,562,2020-11-27 18:49:56.787034+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,I will put the choclets in the box then cont them.,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,-0.03631975872291016,-1.0,0.01,model-11-27-2020-18:04:29-PST-18.meta,448,0.818,0.052,0.111,0.019,17
449,464,572,557,2020-11-27 18:50:55.776312+00:00,391,0.0,0.0,3,-0.5,True,i dont understand how to add the sides,:),51,nothing,,0.0,-1.0,-1.0,1.0,0.6,2.987,model-11-27-2020-18:04:29-PST-18.meta,449,0.325,0.56,0.101,0.014,17
450,443,551,563,2020-11-27 18:52:52.840419+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,I need some pointers please.,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,,-1.0,-0.132,-1.0,1.0,-0.8,0.01,model-11-27-2020-18:04:29-PST-18.meta,450,0.515,0.165,0.297,0.023,17
451,444,552,558,2020-11-27 18:57:22.334470+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,I need more help.,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",43,hint,True,-1.0,0.19799999999999995,-1.0,1.0,-0.7,0.11,model-11-27-2020-18:04:29-PST-18.meta,451,0.48,0.153,0.331,0.036,17
452,445,553,559,2020-11-27 18:57:45.579378+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,Thanks,We’re almost there! We’re so close to getting to cross the river and saving the villagers from the fire.,73,encourage,True,-1.0,1.0,-1.0,-0.1528205347590037,-0.7,0.1,model-11-27-2020-18:04:29-PST-18.meta,452,0.525,0.04,0.253,0.182,17
453,446,554,564,2020-11-27 19:00:33.554159+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,I need some help.,You can move your mouse close to the box to turn it into a chocolate!,21,hint,True,-0.3333333333333333,0.1479999999999999,-1.0,1.0,-0.8,0.11,model-11-27-2020-18:04:29-PST-18.meta,453,0.546,0.156,0.233,0.065,17
454,447,555,560,2020-11-27 19:03:11.814642+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,I'm not doing to good.,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-0.248,-0.03631975872291016,-0.8,0.01,model-11-27-2020-18:04:29-PST-18.meta,454,0.685,0.145,0.121,0.049,17
455,448,556,561,2020-11-27 19:06:36.973712+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,I need help.,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,65,question,,0.0,0.46,-1.0,1.0,-0.7,0.0,model-11-27-2020-18:04:29-PST-18.meta,455,0.501,0.153,0.23,0.116,17
456,449,557,565,2020-11-27 19:10:06.869289+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,18 + 18 + 15 + 15 =66,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-1.0,-1.0,-1.0,-0.7,0.01,model-11-27-2020-18:04:29-PST-18.meta,456,0.89,0.024,0.053,0.033,17
457,450,558,566,2020-11-27 19:15:18.527385+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,I'm doing the math on my wight broad.,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,0.0,-1.0,-1.0,-0.03631975872291016,-0.6,0.01,model-11-27-2020-18:04:29-PST-18.meta,457,0.837,0.074,0.07,0.019,17
458,451,559,567,2020-11-27 19:17:54.047360+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,How am I ever going to do this.,Think about how to calculate volume with multiplication.,28,hint,,0.0,-1.0,-1.0,1.0,-0.6,0.01,model-11-27-2020-18:04:29-PST-18.meta,458,0.57,0.261,0.148,0.021,17
459,452,560,568,2020-11-27 19:21:10.244329+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,I need help.,:),51,nothing,,0.0,0.46,-1.0,1.0,-0.4,0.0,model-11-27-2020-18:04:29-PST-18.meta,459,0.425,0.22,0.245,0.11,17
460,453,561,569,2020-11-27 19:24:05.437694+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,I need to get unstuck.,Area = Length x Width = 6 x 5 = 30,45,hint,,0.0,-1.0,-1.0,-0.03631975872291016,-0.3,0.01,model-11-27-2020-18:04:29-PST-18.meta,460,0.805,0.101,0.075,0.019,17
461,454,562,570,2020-11-27 19:26:03.585367+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,THANK YOU SO MUCH!,Putting them together:,30,hint,,0.0,-0.03599999999999992,-1.0,-0.03305731158131586,-0.1,0.01,model-11-27-2020-18:04:29-PST-18.meta,461,0.689,0.106,0.119,0.086,17
462,455,563,571,2020-11-27 19:28:51.719723+00:00,388,-1.0,0.0,0,-0.2222222222222222,True,Im still here,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",79,encourage,,0.6666666666666666,-1.0,-1.0,-0.0591943997065032,-1.0,-0.13,model-11-27-2020-18:04:29-PST-18.meta,462,0.882,0.033,0.053,0.032,17
463,465,573,572,2020-11-27 21:56:58.321228+00:00,393,0.0,-0.25,3,-0.6666666666666666,True,wot is the height,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,-0.11777014676919514,-1.0,0.01,model-11-27-2020-19:29:36-PST-18.meta,463,0.933,0.031,0.025,0.011,17
464,466,574,573,2020-11-27 21:59:17.069834+00:00,393,0.0,-0.25,3,-0.6666666666666666,True,i ned help,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,True,-1.0,0.46,-1.0,1.0,-0.9,0.11,model-11-27-2020-19:29:36-PST-18.meta,464,0.719,0.09,0.168,0.023,17
465,467,575,574,2020-11-27 22:02:42.607118+00:00,393,0.0,-0.25,3,-0.6666666666666666,True,help,You can move your mouse close to the box to turn it into a chocolate!,21,hint,True,-0.3333333333333333,1.0,-1.0,1.0,-0.8,0.11,model-11-27-2020-19:29:36-PST-18.meta,465,0.704,0.073,0.131,0.092,17
466,468,576,575,2020-11-27 22:04:08.817144+00:00,393,0.0,-0.25,3,-0.6666666666666666,True,wot do i do,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,1.0,-0.9,0.01,model-11-27-2020-19:29:36-PST-18.meta,466,0.87,0.078,0.041,0.011,17
467,469,577,335,2020-11-27 22:06:46.562335+00:00,393,0.0,-0.25,3,-0.6666666666666666,True, what is 30 x 3,:),51,nothing,,0.0,-1.0,-1.0,1.0,-0.8,0.0,model-11-27-2020-19:29:36-PST-18.meta,467,0.851,0.094,0.044,0.011,17
468,470,578,576,2020-11-27 22:09:49.474290+00:00,393,0.0,-0.25,3,-0.6666666666666666,True,o90,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,2.945,model-11-27-2020-19:29:36-PST-18.meta,468,0.955,0.013,0.017,0.015,17
469,471,579,577,2020-11-27 22:25:35.525518+00:00,395,-1.0,-0.25,1,-0.6111111111111112,True,ok,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,1.0,-1.0,-0.10634730232532263,-1.0,0.01,model-11-27-2020-19:29:36-PST-18.meta,469,0.644,0.027,0.118,0.211,17
470,472,580,579,2020-11-27 22:31:15.567780+00:00,395,-1.0,-0.25,1,-0.6111111111111112,True,how do you find the total,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-1.0,-1.0,1.0,-0.7,0.01,model-11-27-2020-19:29:36-PST-18.meta,470,0.681,0.203,0.099,0.017,17
471,473,581,578,2020-11-27 22:34:23.339643+00:00,395,-1.0,-0.25,1,-0.6111111111111112,True,how big is a chocolate,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,0.0,-1.0,-1.0,1.0,-0.5,0.01,model-11-27-2020-19:29:36-PST-18.meta,471,0.593,0.282,0.107,0.018,17
472,474,582,580,2020-11-27 22:36:55.452641+00:00,395,-1.0,-0.25,1,-0.6111111111111112,True,what's the answer,You’re super close! Let’s think about this a little more and try again.,75,encourage,True,0.0,-1.0,-1.0,1.0,-0.3,0.1,model-11-27-2020-19:29:36-PST-18.meta,472,0.51,0.352,0.12,0.018,17
473,475,583,581,2020-11-27 22:38:04.196873+00:00,395,-1.0,-0.25,1,-0.6111111111111112,True,i,Think about how to calculate volume with multiplication.,28,hint,,0.0,-1.0,-1.0,-0.03631975872291016,-0.3,0.01,model-11-27-2020-19:29:36-PST-18.meta,473,0.832,0.099,0.055,0.014,17
474,476,584,582,2020-11-27 22:43:14.342644+00:00,395,-1.0,-0.25,1,-0.6111111111111112,True,I need the chocolates to help figure,Area = Length x Width = 6 x 5 = 30,45,hint,,0.0,-0.29799999999999993,-1.0,1.0,-0.2,0.01,model-11-27-2020-19:29:36-PST-18.meta,474,0.45,0.367,0.151,0.032,17
475,477,585,583,2020-11-27 22:45:56.373009+00:00,395,-1.0,-0.25,1,-0.6111111111111112,True,what's 90,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,0.3333333333333333,-1.0,-1.0,1.0,-0.8,0.01,model-11-27-2020-19:29:36-PST-18.meta,475,0.735,0.17,0.076,0.019,17
476,478,586,584,2020-11-27 22:46:27.009483+00:00,395,-1.0,-0.25,1,-0.6111111111111112,True,what,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",33,hint,True,0.3333333333333333,-1.0,-1.0,1.0,-0.8,0.11,model-11-27-2020-19:29:36-PST-18.meta,476,0.735,0.17,0.076,0.019,17
477,479,587,585,2020-11-27 22:48:46.821017+00:00,395,-1.0,-0.25,1,-0.6111111111111112,True,i,Weight of the box of chocolates,34,hint,,0.3333333333333333,-1.0,-1.0,-0.03631975872291016,-0.8,0.9059999999999999,model-11-27-2020-19:29:36-PST-18.meta,477,0.898,0.046,0.037,0.019,17
478,480,588,586,2020-11-27 23:16:50.737075+00:00,398,-1.0,-0.25,1,-0.2777777777777778,True,I am stuck,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,-1.0,0.3340000000000001,1.0,-1.0,0.11,model-11-27-2020-19:29:36-PST-18.meta,478,0.201,0.498,0.282,0.019,17
479,481,589,587,2020-11-27 23:17:25.191555+00:00,398,-1.0,-0.25,1,-0.2777777777777778,True,what is next,You’re doing a great job so far. Just keep trying!,74,encourage,True,-1.0,-1.0,-1.0,1.0,-1.0,0.1,model-11-27-2020-19:29:36-PST-18.meta,479,0.586,0.203,0.196,0.015,17
480,482,590,588,2020-11-27 23:17:54.649731+00:00,398,-1.0,-0.25,1,-0.2777777777777778,True,I got it,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,True,-1.0,-1.0,-1.0,-0.03631975872291016,-0.9,0.11,model-11-27-2020-19:29:36-PST-18.meta,480,0.804,0.066,0.111,0.019,17
481,483,591,589,2020-11-27 23:21:19.274366+00:00,398,-1.0,-0.25,1,-0.2777777777777778,True,I need help,"The sooner we finish, the sooner we can cross the river on that boat! Let’s get to it!",86,encourage,,0.3333333333333333,0.46,-1.0,1.0,-0.7,0.0,model-11-27-2020-19:29:36-PST-18.meta,481,0.491,0.175,0.189,0.145,17
482,484,592,590,2020-11-27 23:21:37.772550+00:00,398,-1.0,-0.25,1,-0.2777777777777778,True,I don't get it,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,0.3333333333333333,-1.0,-1.0,1.0,-0.7,0.01,model-11-27-2020-19:29:36-PST-18.meta,482,0.622,0.24,0.115,0.023,17
483,485,593,591,2020-11-27 23:22:22.156038+00:00,398,-1.0,-0.25,1,-0.2777777777777778,True,90%2?,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",33,hint,,0.3333333333333333,-1.0,-1.0,-1.0,-0.7,0.01,model-11-27-2020-19:29:36-PST-18.meta,483,0.891,0.024,0.048,0.037,17
484,486,594,592,2020-11-27 23:22:32.374312+00:00,398,-1.0,-0.25,1,-0.2777777777777778,True,ok thanks,Weight of the box of chocolates,34,hint,,0.3333333333333333,1.0,-1.0,-0.10634730232532263,-0.7,0.945,model-11-27-2020-19:29:36-PST-18.meta,484,0.523,0.026,0.139,0.312,17
485,487,595,597,2020-11-28 01:34:46.678466+00:00,404,0.0,-0.5,6,0.0,True,okay so uh,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,-0.025999999999999912,-1.0,-0.03305731158131586,-0.9,0.11,model-11-27-2020-19:29:36-PST-18.meta,485,0.822,0.021,0.134,0.023,17
486,488,596,598,2020-11-28 01:35:03.215215+00:00,404,0.0,-0.5,6,0.0,True,okay,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,,-1.0,1.0,-1.0,-0.15501974855079234,-0.9,0.01,model-11-27-2020-19:29:36-PST-18.meta,486,0.669,0.021,0.15,0.16,17
487,489,597,593,2020-11-28 01:39:42.425186+00:00,404,0.0,-0.5,6,0.0,True,i need help,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,0.46,-1.0,1.0,-0.8,0.01,model-11-27-2020-19:29:36-PST-18.meta,487,0.645,0.101,0.169,0.085,17
488,490,598,594,2020-11-28 01:39:48.840802+00:00,404,0.0,-0.5,6,0.0,True,*I,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-1.0,-1.0,-1.0,-0.8,0.01,model-11-27-2020-19:29:36-PST-18.meta,488,0.943,0.015,0.026,0.016,17
489,491,599,595,2020-11-28 01:40:59.000645+00:00,404,0.0,-0.5,6,0.0,True,oof,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,72,encourage,,0.0,-1.0,-1.0,-0.32585769566181433,-0.7,0.0,model-11-27-2020-19:29:36-PST-18.meta,489,0.927,0.029,0.032,0.012,17
490,492,600,596,2020-11-28 01:42:12.037680+00:00,404,0.0,-0.5,6,0.0,True,help,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,0.0,1.0,-1.0,1.0,-0.5,5.9449999999999985,model-11-27-2020-19:29:36-PST-18.meta,490,0.49,0.133,0.209,0.168,17
491,387,495,599,2020-11-28 03:27:18.895025+00:00,365,1.0,1.0,0,-0.3333333333333333,True,Okay,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,1.0,-1.0,-0.15501974855079234,-0.8,-0.0030000000000000014,model-11-27-2020-19:29:36-PST-18.meta,491,0.838,0.007,0.054,0.101,17
492,493,601,600,2020-11-28 23:25:53.185538+00:00,410,-1.0,0.0,3,-0.7777777777777778,True,poop,You can move your mouse close to the box to turn it into a chocolate!,37,hint,,-0.6666666666666666,-1.0,-1.0,-0.3503795891277126,-1.0,0.01,model-11-28-2020-15:36:06-PST-18.meta,492,0.908,0.031,0.046,0.015,17
493,494,602,601,2020-11-28 23:26:22.762514+00:00,410,-1.0,0.0,3,-0.7777777777777778,True,you suck,:),51,nothing,,-0.3333333333333333,-1.0,0.4880000000000002,-0.03507275024388678,-1.0,0.0,model-11-28-2020-15:36:06-PST-18.meta,493,0.527,0.28,0.13,0.063,17
494,495,603,602,2020-11-28 23:26:36.195481+00:00,410,-1.0,0.0,3,-0.7777777777777778,True,:(,You can move your mouse close to the box to turn it into a chocolate!,21,hint,,-0.3333333333333333,-1.0,1.0,-1.0,-1.0,0.01,model-11-28-2020-15:36:06-PST-18.meta,494,0.484,0.191,0.154,0.171,17
495,496,604,603,2020-11-28 23:28:46.719947+00:00,410,-1.0,0.0,3,-0.7777777777777778,True,i confused,:),51,nothing,True,0.0,-1.0,1.0,1.0,-0.8,0.1,model-11-28-2020-15:36:06-PST-18.meta,495,0.09,0.775,0.113,0.022,17
496,497,605,604,2020-11-28 23:29:10.334896+00:00,410,-1.0,0.0,3,-0.7777777777777778,True,help me please,:),51,nothing,,0.0,0.6659999999999999,-1.0,1.0,-0.8,0.0,model-11-28-2020-15:36:06-PST-18.meta,496,0.634,0.103,0.161,0.102,17
497,498,606,605,2020-11-28 23:29:23.227768+00:00,410,-1.0,0.0,3,-0.7777777777777778,True,sssssssssssss,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,-1.0,-0.8,0.01,model-11-28-2020-15:36:06-PST-18.meta,497,0.915,0.03,0.033,0.022,17
498,499,607,606,2020-11-28 23:29:24.049832+00:00,410,-1.0,0.0,3,-0.7777777777777778,True,s,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-1.0,-1.0,-0.25346546468918785,-0.8,0.01,model-11-28-2020-15:36:06-PST-18.meta,498,0.913,0.038,0.035,0.014,17
499,500,608,607,2020-11-28 23:29:24.491486+00:00,410,-1.0,0.0,3,-0.7777777777777778,True,s,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,0.0,-1.0,-1.0,-0.25346546468918785,-0.8,0.01,model-11-28-2020-15:36:06-PST-18.meta,499,0.913,0.038,0.035,0.014,17
500,501,609,608,2020-11-28 23:29:25.180592+00:00,410,-1.0,0.0,3,-0.7777777777777778,True,s,Think about how to calculate volume with multiplication.,28,hint,,0.0,-1.0,-1.0,-0.25346546468918785,-0.8,2.932,model-11-28-2020-15:36:06-PST-18.meta,500,0.913,0.038,0.035,0.014,17
501,520,628,612,2020-11-29 23:43:15.239604+00:00,419,1.0,-0.25,3,-0.7222222222222222,True,ok,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,0.0,1.0,-1.0,-0.10634730232532263,-1.0,0.11,model-11-29-2020-18:39:13-PST-19.meta,501,0.857,0.015,0.033,0.095,18
502,521,629,613,2020-11-29 23:43:25.613905+00:00,419,1.0,-0.25,3,-0.7222222222222222,True,i think i am good,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,True,0.0,0.18400000000000016,-1.0,-0.025070957037865216,-1.0,0.11,model-11-29-2020-18:39:13-PST-19.meta,502,0.932,0.016,0.028,0.024,18
503,522,630,614,2020-11-29 23:44:44.903040+00:00,419,1.0,-0.25,3,-0.7222222222222222,True,do i mitiply,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,True,0.0,-1.0,-1.0,1.0,-0.4,0.11,model-11-29-2020-18:39:13-PST-19.meta,503,0.827,0.118,0.043,0.012,18
504,523,631,609,2020-11-29 23:45:40.561491+00:00,419,1.0,-0.25,3,-0.7222222222222222,True,30,Think about how to calculate volume with multiplication.,28,hint,True,0.0,-1.0,-1.0,-1.0,-0.4,0.11,model-11-29-2020-18:39:13-PST-19.meta,504,0.964,0.014,0.01,0.012,18
505,524,632,615,2020-11-29 23:45:44.142784+00:00,419,1.0,-0.25,3,-0.7222222222222222,True,x,"Think about approaching this problem using multiplication. If we find the area of the base, that’ll help us get closer!",68,question,True,0.0,-1.0,-1.0,-0.3230504959620137,-0.4,0.1,model-11-29-2020-18:39:13-PST-19.meta,505,0.955,0.024,0.01,0.011,18
506,507,615,616,2020-11-29 23:46:54.496179+00:00,415,0.0,-0.5,0,-0.5,True,what is the height?,:),51,nothing,,-1.0,-1.0,-1.0,1.0,2.5,0.0,model-11-29-2020-18:39:13-PST-19.meta,506,0.108,0.727,0.153,0.012,18
507,525,633,617,2020-11-29 23:47:02.954235+00:00,419,1.0,-0.25,3,-0.7222222222222222,True,help,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,True,0.3333333333333333,1.0,-1.0,1.0,-0.9,0.11,model-11-29-2020-18:39:13-PST-19.meta,507,0.823,0.027,0.059,0.091,18
508,508,616,618,2020-11-29 23:47:12.814363+00:00,415,0.0,-0.5,0,-0.5,True,how many chocklates do you think will fit,:),51,nothing,True,-1.0,-0.474,-1.0,1.0,2.5,0.1,model-11-29-2020-18:39:13-PST-19.meta,508,0.117,0.71,0.161,0.012,18
509,526,634,610,2020-11-29 23:47:29.678231+00:00,419,1.0,-0.25,3,-0.7222222222222222,True,thanks everest,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",33,hint,True,0.3333333333333333,0.4880000000000002,-1.0,-0.1528205347590037,-0.9,3.032,model-11-29-2020-18:39:13-PST-19.meta,509,0.907,0.008,0.026,0.059,18
510,509,617,611,2020-11-29 23:51:54.915502+00:00,415,0.0,-0.5,0,-0.5,True,i am confused,:),51,nothing,True,-1.0,-1.0,0.3940000000000001,1.0,4.1,0.1,model-11-29-2020-18:39:13-PST-19.meta,510,0.042,0.827,0.12,0.011,18
511,510,618,619,2020-11-29 23:55:03.597009+00:00,415,0.0,-0.5,0,-0.5,True,I need some help,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,0.1479999999999999,-1.0,1.0,4.3,0.01,model-11-29-2020-18:39:13-PST-19.meta,511,0.077,0.774,0.133,0.016,18
512,511,619,620,2020-11-29 23:59:13.411674+00:00,415,0.0,-0.5,0,-0.5,True,i think,You can move your mouse close to the box to turn it into a chocolate!,37,hint,True,-0.6666666666666666,-1.0,-1.0,-0.025070957037865216,-0.7,0.11,model-11-29-2020-18:39:13-PST-19.meta,512,0.881,0.069,0.039,0.011,18
513,512,620,624,2020-11-30 00:03:22.989231+00:00,415,0.0,-0.5,0,-0.5,True,the answer is 14,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,0.0,-1.0,-1.0,1.0,0.0,0.11,model-11-29-2020-18:39:13-PST-19.meta,513,0.493,0.386,0.107,0.014,18
514,513,621,621,2020-11-30 00:07:43.143755+00:00,415,0.0,-0.5,0,-0.5,True,I confused how i gonna find the answer,:),51,nothing,,0.0,-1.0,-0.37,1.0,1.6,0.0,model-11-29-2020-18:39:13-PST-19.meta,514,0.093,0.798,0.097,0.012,18
515,514,622,625,2020-11-30 00:09:57.534602+00:00,415,0.0,-0.5,0,-0.5,True,should i add?,:),51,nothing,,0.0,-1.0,-1.0,-0.03631975872291016,2.4,0.0,model-11-29-2020-18:39:13-PST-19.meta,515,0.174,0.736,0.077,0.013,18
